id;domaine_code;domaine;sous_domaine_code;sous_domaine;niveau;competence;origine
MAT-RAN-MS-04;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;MS;Je complète la bande numérique « à trous ».;enseignant
MAT-RAN-GS-01;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;GS;Je repère le premier, le dernier, le 2e et l'avant-dernier.;enseignant
MAT-RAN-GS-02;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;GS;J'identifie le rang d'un objet dans une série jusqu'à dix, même si le point de départ change.;enseignant
MAT-RAN-GS-03;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;GS;Je comprends le lien entre ajouter/retirer et avancer/reculer sur une bande numérique.;enseignant
MAT-RAN-GS-04;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;GS;Je peux positionner les nombres et leurs représentations sur une bande numérique jusqu'à dix.;enseignant
MAT-RAN-GS-05;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;GS;Je sais compléter une bande numérique « à trous ».;enseignant
MAT-PBM-PS-01;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;PS;J'apprends à trouver un total ou une partie manquante dans des situations simples (ex : combien reste-t-il si on en retire).;enseignant
MAT-PBM-MS-01;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;MS;Je résous des problèmes où il faut trouver le tout ou une partie, en manipulant des objets et en comptant.;enseignant
MAT-PBM-MS-02;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;MS;J'utilise mes doigts pour résoudre un problème.;enseignant
MAT-PBM-MS-03;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;MS;Je sais calculer ma position finale dans un jeu après un déplacement, même en reculant.;enseignant
MAT-PBM-MS-04;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;MS;Je trouve le total quand des objets sont regroupés en paquets égaux.;programme
MAT-PBM-MS-05;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;MS;Je sais distribuer des objets équitablement entre plusieurs personnes.;enseignant
MAT-PBM-GS-01;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;GS;Je suis capable de résoudre des problèmes plus complexes où il faut trouver un total ou une partie, même avec plusieurs éléments.;enseignant
MAT-PBM-GS-02;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;GS;Je sais utiliser une représentation sur papier pour résoudre le problème.;enseignant
MAT-PBM-GS-03;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;GS;Je peux déterminer combien d'objets ont été ajoutés ou retirés pour arriver à une nouvelle quantité.;enseignant
MAT-PBM-GS-04;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;GS;Je sais calculer les positions de départ ou d'arrivée après des déplacements sur une piste numérique.;enseignant
MAT-PBM-GS-05;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;GS;Je peux comparer deux collections pour trouver la différence de quantité.;enseignant
MAT-PBM-GS-06;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;GS;Je peux calculer le total d'objets répartis en groupes égaux.;enseignant
MAT-PBM-GS-07;MAT;L'acquisition des premiers outils mathématiques;PBM;Utiliser les nombres pour résoudre des problèmes;GS;Je résous des problèmes de partage.;enseignant
MAT-FOR-PS-01;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;PS;Je sais reconnaître et trier des objets selon leur forme.;enseignant
MAT-FOR-PS-02;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;PS;Je reconnais la même forme même quand l'objet est tourné ou déplacé.;programme
MAT-FOR-PS-03;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;PS;Je sais encastrer des objets.;enseignant
MAT-FOR-PS-04;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;PS;Je peux reproduire des constructions simples avec des blocs ou des pièces (jusqu'à 4 éléments).;enseignant
MAT-FOR-MS-01;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;MS;Je reconnais des solides (cube, boule, pyramide, cylindre) et des formes planes (triangle, carré, disque).;enseignant
MAT-FOR-MS-02;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;MS;Je classe des solides (cube, boule, pyramide, cylindre) et des formes planes (triangle, carré, disque).;enseignant
MAT-FOR-MS-03;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;MS;Je peux reproduire des constructions avec des solides ou des formes.;enseignant
MAT-FOR-MS-04;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;MS;Je reproduis des modèles (puzzles, pavages) jusqu'à 5 éléments.;enseignant
MAT-FOR-MS-05;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;MS;J'associe une empreinte à un objet.;enseignant
MAT-FOR-MS-06;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;MS;Je découvre que les objets peuvent laisser des empreintes de formes différentes.;enseignant
MAT-FOR-GS-01;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;GS;Je sais décrire des solides simples (cube, pavé, boule, pyramide, cylindre, cône).;enseignant
MAT-FOR-GS-02;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;GS;Je reconnais et trie les formes géométriques de base (carré, triangle, disque, rectangle).;enseignant
MAT-FOR-GS-03;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;GS;Je sais nommer et décrire des formes comme le carré, le rectangle, le triangle ou le disque.;enseignant
MAT-FOR-GS-04;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;GS;Je peux reproduire des constructions avec des solides et des formes planes.;enseignant
MAT-FOR-GS-05;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;GS;Je reproduis un modèle (puzzle, pavage, assemblage de solides), à une échelle différente.;enseignant
MAT-FOR-GS-06;MAT;L'acquisition des premiers outils mathématiques;FOR;Explorer les solides et les formes planes;GS;Je commence à utiliser la règle pour tracer des lignes.;enseignant
MAT-GRD-PS-01;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;PS;Je reconnais des objets de même longueur.;enseignant
MAT-GRD-PS-02;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;PS;Je peux comparer des objets pour savoir lequel est le plus long ou le plus court.;enseignant
MAT-GRD-MS-01;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;MS;Je compare directement des longueurs et j'explique lequel est le plus long ou le plus court.;enseignant
MAT-GRD-MS-02;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;MS;Je classe des objets selon leur longueur.;enseignant
MAT-GRD-MS-03;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;MS;J'utilise les expressions « plus long que… », « plus court que… ».;enseignant
MAT-GRD-MS-04;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;MS;J'ordonne des objets selon leur taille et j'explique comment j'ai fait.;enseignant
MAT-GRD-MS-05;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;MS;Je sais superposer 6 objets en ordre décroissant.;enseignant
MAT-GRD-MS-06;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;MS;Je compare la masse de deux objets.;enseignant
MAT-GRD-MS-07;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;MS;J'utilise les expressions « plus lourd que… », « plus léger que… ».;enseignant
MAT-GRD-GS-01;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;GS;Je compare des longueurs en utilisant un outil comme une bande de papier.;enseignant
MAT-GRD-GS-02;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;GS;J'ordonne jusqu'à cinq objets selon leur longueur.;enseignant
MAT-GRD-GS-03;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;GS;Je crée un objet de la même longueur qu'un modèle donné.;enseignant
MAT-GRD-GS-04;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;GS;J'utilise une balance pour comparer.;enseignant
MAT-GRD-GS-05;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;GS;J'ordonne trois objets selon leur masse.;enseignant
MAT-GRD-GS-06;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;GS;Je reconnais quand deux objets ont la même masse et je peux l'expliquer.;enseignant
MAT-GRD-GS-07;MAT;L'acquisition des premiers outils mathématiques;GRD;Explorer des grandeurs : la longueur, la masse;GS;J'utilise les expressions « plus lourd que… », « plus léger que… », « de même masse que… ».;enseignant
MAT-MOT-PS-01;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;PS;Je me souviens d'un motif très simple qui se répète.;enseignant
MAT-MOT-PS-02;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;PS;Je reproduis un motif qui se répète.;enseignant
MAT-MOT-PS-03;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;PS;Je complète un motif qui se répète.;enseignant
MAT-MOT-MS-01;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;MS;Je me souviens d'un motif simple qui se répète.;enseignant
MAT-MOT-MS-02;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;MS;J'identifie les éléments qui se répètent dans un motif.;enseignant
MAT-MOT-MS-03;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;MS;Je décris des motifs répétitifs avec mes propres mots.;enseignant
MAT-MOT-MS-04;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;MS;Je peux continuer une suite logique et expliquer sa règle.;enseignant
MAT-MOT-GS-01;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;GS;Je reconnais et décris des motifs qui évoluent, par exemple avec un nombre croissant d'éléments.;enseignant
MAT-MOT-GS-02;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;GS;Je reconnais la structure d'un motif, quels que soient ses éléments.;enseignant
MAT-MOT-GS-03;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;GS;J'invente mes propres motifs visuels, sonores ou gestuels.;enseignant
MAT-MOT-GS-04;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;GS;Je décris des motifs répétitifs en utilisant un vocabulaire plus précis.;enseignant
MAT-MOT-GS-05;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;GS;Je représente un motif en utilisant des symboles différents du modèle.;enseignant
MAT-MOT-GS-06;MAT;L'acquisition des premiers outils mathématiques;MOT;Se familiariser avec les motifs organisés;GS;Je traduis un motif sonore en mouvement ou en dessin, et inversement.;enseignant
TES-REP-PS-01;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;PS;Je distingue le matin, le soir, le jour et la nuit.;enseignant
TES-REP-PS-02;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;PS;Je repère les moments de la journée.;enseignant
TES-REP-PS-03;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;PS;Je comprends et j'utilise avant, après, tout à l'heure…;enseignant
TES-REP-PS-04;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;PS;Je remarque les changements de la nature au fil des saisons.;programme
TES-REP-MS-01;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;MS;Je nomme les jours de la semaine.;enseignant
TES-REP-MS-02;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;MS;Je me repère dans la journée.;enseignant
TES-REP-MS-03;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;MS;Je me repère dans la semaine.;enseignant
TES-REP-MS-04;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;MS;J'utilise les temps verbaux à bon escient.;enseignant
TES-REP-MS-05;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;MS;Je nomme l'hiver et l'été et je connais leurs caractéristiques.;enseignant
TES-REP-GS-01;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;GS;Je sais dire la date du jour.;enseignant
TES-REP-GS-02;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;GS;Je situe un événement dans la semaine.;enseignant
TES-REP-GS-03;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;GS;Je nomme les mois de l'année.;enseignant
TES-REP-GS-04;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;GS;Je me repère dans le mois et dans l'année.;enseignant
TES-REP-GS-05;TES;Se repérer dans le temps et l'espace;REP;Se repérer dans le temps;GS;Je connais les saisons.;enseignant
TES-CHR-PS-01;TES;Se repérer dans le temps et l'espace;CHR;S'approprier la notion de chronologie;PS;J'ordonne des moments vécus.;enseignant
TES-CHR-PS-02;TES;Se repérer dans le temps et l'espace;CHR;S'approprier la notion de chronologie;PS;Je raconte le déroulement d'une histoire simple.;enseignant
TES-CHR-PS-03;TES;Se repérer dans le temps et l'espace;CHR;S'approprier la notion de chronologie;PS;Je commence à planifier deux activités.;enseignant
TES-CHR-MS-01;TES;Se repérer dans le temps et l'espace;CHR;S'approprier la notion de chronologie;MS;Je restitue la chronologie d'une histoire.;enseignant
TES-CHR-MS-02;TES;Se repérer dans le temps et l'espace;CHR;S'approprier la notion de chronologie;MS;J'utilise des connecteurs : d'abord, ensuite, enfin…;enseignant
TES-CHR-GS-01;TES;Se repérer dans le temps et l'espace;CHR;S'approprier la notion de chronologie;GS;Je repère et j'ordonne les étapes d'un événement.;enseignant
TES-CHR-GS-02;TES;Se repérer dans le temps et l'espace;CHR;S'approprier la notion de chronologie;GS;J'utilise les notions d'avant, après, en même temps pour raconter.;enseignant
TES-DUR-PS-01;TES;Se repérer dans le temps et l'espace;DUR;Construire la notion de durée;PS;J'attends mon tour et repère début et fin d'une activité.;enseignant
TES-DUR-PS-02;TES;Se repérer dans le temps et l'espace;DUR;Construire la notion de durée;PS;Je comprends : longtemps, déjà, attendre…;enseignant
TES-DUR-MS-01;TES;Se repérer dans le temps et l'espace;DUR;Construire la notion de durée;MS;Je perçois que certaines durées sont stables.;enseignant
TES-DUR-MS-02;TES;Se repérer dans le temps et l'espace;DUR;Construire la notion de durée;MS;Je comprends : pendant, court, long…;enseignant
TES-DUR-GS-01;TES;Se repérer dans le temps et l'espace;DUR;Construire la notion de durée;GS;Je commence à gérer mon temps pour m'organiser.;enseignant
TES-DUR-GS-02;TES;Se repérer dans le temps et l'espace;DUR;Construire la notion de durée;GS;Je compare des durées.;enseignant
TES-DUR-GS-03;TES;Se repérer dans le temps et l'espace;DUR;Construire la notion de durée;GS;Je comprends que certains événements sont passés avant ma naissance.;enseignant
TES-ESP-PS-01;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;PS;Je réalise des constructions simples.;enseignant
TES-ESP-PS-02;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;PS;Je fais des encastrements.;enseignant
TES-ESP-PS-03;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;PS;J'oriente un livre dans le bon sens.;programme
TES-ESP-PS-04;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;PS;Je réalise un trajet ou un parcours simple dans l'école.;enseignant
TES-ESP-PS-05;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;PS;J'utilise : dedans, dehors, devant, derrière…;enseignant
TES-ESP-MS-01;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;MS;Je situe des objets entre eux et par rapport à moi.;enseignant
TES-ESP-MS-02;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;MS;Je me situe par rapport aux autres.;enseignant
TES-ESP-MS-03;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;MS;J'oriente et utilise correctement une feuille de papier.;enseignant
TES-ESP-MS-04;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;MS;J'utilise : à droite, à gauche, au milieu…;enseignant
TES-ESP-GS-01;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;GS;Je réalise des assemblages complexes.;enseignant
TES-ESP-GS-02;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;GS;Je situe des objets dans un ensemble ordonné.;enseignant
TES-ESP-GS-03;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;GS;Je distingue ma gauche de ma droite.;enseignant
TES-ESP-GS-04;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;GS;Je réalise un trajet ou un parcours dans un environnement connu.;enseignant
TES-ESP-GS-05;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;GS;Je reconnais des espaces sur un planisphère.;enseignant
TES-ESP-GS-06;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;GS;J'utilise les termes appropriés relatifs au globe ou au planisphère.;enseignant
TES-ESP-GS-07;TES;Se repérer dans le temps et l'espace;ESP;Faire l'expérience de l'espace;GS;Je sais utiliser une page pour écrire.;enseignant
TES-RES-PS-01;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;PS;Je reproduis un parcours simple.;enseignant
TES-RES-PS-02;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;PS;Je raconte un déplacement.;enseignant
TES-RES-MS-01;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;MS;Je représente un espace connu par une maquette (exemple : la classe).;enseignant
TES-RES-MS-02;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;MS;Je raconte un déplacement à partir d'une représentation.;enseignant
TES-RES-MS-03;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;MS;Je dessine un déplacement à partir d'une représentation.;enseignant
TES-RES-GS-01;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;GS;Je reproduis un parcours sur un plan.;enseignant
TES-RES-GS-02;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;GS;Je représente mon environnement.;enseignant
TES-RES-GS-03;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;GS;Je code un déplacement sur un quadrillage.;enseignant
TES-RES-GS-04;TES;Se repérer dans le temps et l'espace;RES;Représenter l'espace;GS;Je raconte un déplacement que j'ai mémorisé.;enseignant
TES-ENV-PS-01;TES;Se repérer dans le temps et l'espace;ENV;Découvrir l'environnement proche;PS;J'explore les différents lieux de l'école, je les reconnais.;enseignant
TES-ENV-MS-01;TES;Se repérer dans le temps et l'espace;ENV;Découvrir l'environnement proche;MS;Je reconnais et identifie l'environnement extérieur proche.;enseignant
TES-ENV-MS-02;TES;Se repérer dans le temps et l'espace;ENV;Découvrir l'environnement proche;MS;Je découvre de nouveaux espaces.;enseignant
TES-ENV-GS-01;TES;Se repérer dans le temps et l'espace;ENV;Découvrir l'environnement proche;GS;Je reconnais les espaces proches et leurs usages.;enseignant
TES-ENV-GS-02;TES;Se repérer dans le temps et l'espace;ENV;Découvrir l'environnement proche;GS;Je reconnais des espaces moins familiers de l'école.;enseignant
TES-ENV-GS-03;TES;Se repérer dans le temps et l'espace;ENV;Découvrir l'environnement proche;GS;J'observe l'habitat proche de l'école.;enseignant
VIV-ANI-PS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;PS;Je nomme les parties d'un animal ou d'une plante.;enseignant
VIV-ANI-PS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;PS;J'associe le mâle, la femelle, le jeune et l'adulte d'une même espèce.;enseignant
VIV-ANI-PS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;PS;J'assure les soins aux plantes ou aux animaux.;enseignant
VIV-ANI-MS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;MS;Je reconnais des étapes du cycle de vie.;enseignant
VIV-ANI-MS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;MS;Je connais les besoins des animaux et des plantes.;enseignant
VIV-ANI-MS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;MS;Je nomme le mode de déplacement des animaux.;enseignant
VIV-ANI-MS-04;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;MS;Je respecte la vie, je n'écrase pas les animaux.;enseignant
VIV-ANI-GS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;GS;Je reconnais des animaux, des plantes et leurs éléments morphologiques.;enseignant
VIV-ANI-GS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;GS;Je reconnais les étapes de la vie d'une plante ou d'un animal.;enseignant
VIV-ANI-GS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;ANI;Découvrir les animaux et les végétaux;GS;Je participe à une action pour la biodiversité.;enseignant
VIV-CRP-PS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;PS;Je nomme quelques parties du corps.;enseignant
VIV-CRP-PS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;PS;Je représente quelques parties du corps.;enseignant
VIV-CRP-PS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;PS;Je découvre mes sens.;enseignant
VIV-CRP-PS-04;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;PS;Je respecte des règles d'hygiène avec l'adulte.;enseignant
VIV-CRP-MS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;MS;Je nomme les parties du corps sur moi.;enseignant
VIV-CRP-MS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;MS;Je nomme les organes utiles à mes sens.;enseignant
VIV-CRP-MS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;MS;J'associe les sens à leurs organes.;enseignant
VIV-CRP-MS-04;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;MS;J'observe les changements liés à ma croissance.;programme
VIV-CRP-MS-05;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;MS;Je connais des règles d'hygiène et les applique tout seul.;enseignant
VIV-CRP-GS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;GS;Je nomme des articulations et segments du corps.;enseignant
VIV-CRP-GS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;GS;Je me représente les articulations de mon corps.;enseignant
VIV-CRP-GS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;CRP;Découvrir le corps humain et la santé;GS;Je connais quelques étapes du développement de l'enfant.;enseignant
VIV-OBJ-PS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;PS;Je me sers de mes sens pour reconnaître et comparer des matériaux.;enseignant
VIV-OBJ-PS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;PS;J'agis sur les matériaux : transvase, mélange, découpe…;enseignant
VIV-OBJ-PS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;PS;Je réalise une construction avec un guidage pas à pas.;enseignant
VIV-OBJ-PS-04;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;PS;Je reconnais des matériaux selon leurs propriétés.;enseignant
VIV-OBJ-PS-05;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;PS;Je nomme les objets que j'utilise, je sais à quoi ils servent.;enseignant
VIV-OBJ-MS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;MS;Je différencie des matériaux selon leurs propriétés.;enseignant
VIV-OBJ-MS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;MS;Je choisis l'outil adapté.;enseignant
VIV-OBJ-MS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;MS;Je réalise une construction à partir d'un modèle.;enseignant
VIV-OBJ-MS-04;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;MS;Je distingue solides et liquides.;enseignant
VIV-OBJ-MS-05;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;MS;Je respecte l'environnement, j'y suis attentif.;enseignant
VIV-OBJ-GS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;GS;Je comprends la fonction d'un objet technique.;enseignant
VIV-OBJ-GS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;GS;Je fabrique un objet en exploitant les matériaux.;enseignant
VIV-OBJ-GS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;GS;Je distingue ce qui se dissout dans l'eau.;enseignant
VIV-OBJ-GS-04;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;GS;J'explore la flottabilité.;enseignant
VIV-OBJ-GS-05;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;GS;Je suis une fiche technique pour construire ou faire une recette.;enseignant
VIV-OBJ-GS-06;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;GS;Je choisis et organise 3 à 5 instructions pour réaliser quelque chose.;enseignant
VIV-OBJ-GS-07;VIV;Découvrir le monde du vivant, de la matière et des objets;OBJ;Découvrir les objets et les matériaux;GS;J'identifie les risques liés à certains objets.;enseignant
VIV-ETA-PS-01;VIV;Découvrir le monde du vivant, de la matière et des objets;ETA;Découvrir les états de la matière et les mélanges;PS;J'explore les solides et les liquides.;enseignant
VIV-ETA-PS-02;VIV;Découvrir le monde du vivant, de la matière et des objets;ETA;Découvrir les états de la matière et les mélanges;PS;J'explore les effets de l'air.;enseignant
VIV-ETA-PS-03;VIV;Découvrir le monde du vivant, de la matière et des objets;ETA;Découvrir les états de la matière et les mélanges;PS;Je réalise des mélanges, j'observe.;enseignant
VIV-ETA-PS-04;VIV;Découvrir le monde du vivant, de la matière et des objets;ETA;Découvrir les états de la matière et les mélanges;PS;J'observe l'eau qui gèle et la glace qui fond.;programme
