id;domaine_code;domaine;sous_domaine_code;sous_domaine;niveau;competence;origine
EPS-DEP-PS-06;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;PS;Je me repère dans un espace proche et connu.;enseignant
EPS-DEP-MS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;MS;Je lance loin.;enseignant
EPS-DEP-MS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;MS;Je cours vite en ligne droite.;enseignant
EPS-DEP-MS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;MS;Je saute et enchaîne plusieurs obstacles.;enseignant
EPS-DEP-MS-04;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;MS;Je me repère dans l'espace grâce à des indices.;enseignant
EPS-DEP-GS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;GS;Je lance loin et avec précision.;enseignant
EPS-DEP-GS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;GS;Je cours longtemps sans m'arrêter.;enseignant
EPS-DEP-GS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;GS;Je cours vite et je franchis un obstacle.;enseignant
EPS-DEP-GS-04;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;GS;Je coordonne mes actions pour lancer et sauter.;enseignant
EPS-DEP-GS-05;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;DEP;Se déplacer;GS;Je me repère dans un espace moins familier.;enseignant
EPS-EQU-PS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;PS;Je me déplace de façons variées.;enseignant
EPS-EQU-PS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;PS;J'utilise des jeux roulants pour me propulser.;enseignant
EPS-EQU-MS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;MS;Je me déplace à reculons.;enseignant
EPS-EQU-MS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;MS;Je me suspends.;enseignant
EPS-EQU-MS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;MS;Je me déplace en équilibre sur des engins.;enseignant
EPS-EQU-MS-04;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;MS;Je respecte les règles de sécurité.;enseignant
EPS-EQU-GS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;GS;J'enchaîne sauter, se déplacer, se suspendre, se balancer.;enseignant
EPS-EQU-GS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;GS;Je m'engage dans le milieu aquatique.;enseignant
EPS-EQU-GS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EQU;Construire des équilibres;GS;J'aide mes camarades en sécurité.;enseignant
EPS-EXP-PS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;PS;Je participe aux rondes et jeux chantés avec les autres.;enseignant
EPS-EXP-PS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;PS;Je bouge en répondant à une consigne.;enseignant
EPS-EXP-PS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;PS;Je mime un animal ou un personnage.;enseignant
EPS-EXP-MS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;MS;Je reproduis des gestes dansés.;enseignant
EPS-EXP-MS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;MS;J'explore l'espace scénique.;enseignant
EPS-EXP-MS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;MS;J'exprime des émotions par le mouvement.;enseignant
EPS-EXP-MS-04;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;MS;Je deviens un spectateur actif.;enseignant
EPS-EXP-GS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;GS;Je danse seul ou avec les autres.;enseignant
EPS-EXP-GS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;GS;Je pratique des activités de cirque.;enseignant
EPS-EXP-GS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;EXP;S'exprimer avec son corps;GS;Je suis spectateur actif et j'exprime mon ressenti.;enseignant
EPS-COO-PS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;PS;J'accepte de participer à un jeu collectif.;enseignant
EPS-COO-PS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;PS;Je respecte une règle simple dans un jeu.;enseignant
EPS-COO-MS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;MS;Je joue et coopère.;enseignant
EPS-COO-MS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;MS;Je joue différents rôles dans un jeu.;enseignant
EPS-COO-MS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;MS;J'accepte la défaite.;enseignant
EPS-COO-GS-01;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;GS;J'élabore des stratégies pour gagner.;enseignant
EPS-COO-GS-02;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;GS;Je joue le rôle d'arbitre.;enseignant
EPS-COO-GS-03;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;GS;Je prends plaisir à coopérer et à m'opposer.;enseignant
EPS-COO-GS-04;EPS;Agir, s'exprimer, comprendre à travers les activités physiques;COO;Coopérer et s'opposer;GS;Je respecte les règles.;enseignant
ART-DES-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;PS;Je trace des gestes sur grand format.;enseignant
ART-DES-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;PS;Je dessine avec une intention.;enseignant
ART-DES-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;MS;J'expérimente différents outils et supports.;enseignant
ART-DES-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;MS;Je dessine un personnage, un animal, un objet.;enseignant
ART-DES-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;GS;Je dessine en m'inspirant d'un modèle ou d'une œuvre.;enseignant
ART-DES-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;GS;Je dessine un personnage ou un événement.;enseignant
ART-DES-GS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;GS;Je participe à la réalisation d'une œuvre collective à partir d'une consigne.;enseignant
ART-DES-GS-04;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;DES;Dessiner;GS;Je décris mon dessin avec le vocabulaire adapté.;enseignant
ART-GRA-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;PS;J'explore des tracés variés sur différents supports.;enseignant
ART-GRA-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;PS;Je repère des motifs dans mon environnement.;enseignant
ART-GRA-PS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;PS;Je découvre des motifs dans des œuvres.;enseignant
ART-GRA-PS-04;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;PS;Je reproduis des motifs.;enseignant
ART-GRA-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;MS;Je développe ma motricité fine.;enseignant
ART-GRA-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;MS;Je reproduis et crée des motifs.;enseignant
ART-GRA-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;GS;Je transforme et détourne des motifs.;enseignant
ART-GRA-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;GS;Je crée de nouveaux motifs.;enseignant
ART-GRA-GS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;GRA;S'exercer au graphisme artistique;GS;Je réalise une composition avec des contraintes.;enseignant
ART-COM-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;PS;Je découvre des outils, je les explore.;enseignant
ART-COM-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;PS;J'utilise des supports et des outils différents pour laisser une trace.;enseignant
ART-COM-PS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;PS;J'expérimente la résistance de certains matériaux (déchirer, écraser, aplatir).;programme
ART-COM-PS-04;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;PS;Je réalise une composition seul ou avec les camarades.;enseignant
ART-COM-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;MS;Je m'approprie les couleurs, les formes et les matières.;enseignant
ART-COM-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;MS;Je réalise une composition en volume.;enseignant
ART-COM-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;GS;Je choisis et combine des matériaux et des techniques.;enseignant
ART-COM-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;COM;Réaliser des compositions planes ou en volume;GS;Je découvre différentes formes d'expression artistique.;enseignant
ART-IMA-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;PS;J'apprends à regarder.;enseignant
ART-IMA-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;PS;J'identifie des éléments dans une image.;enseignant
ART-IMA-PS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;PS;Je décris les illustrations d'un album.;enseignant
ART-IMA-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;MS;Je distingue une image fixe d'une image animée.;enseignant
ART-IMA-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;MS;Je fabrique des images à partir d'images existantes.;enseignant
ART-IMA-MS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;MS;Je décris une illustration.;enseignant
ART-IMA-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;GS;Je différencie des types d'images (portrait, nature morte, paysage).;enseignant
ART-IMA-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;GS;Je compare des illustrations.;enseignant
ART-IMA-GS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;IMA;Observer, comprendre et transformer des images;GS;Je décris une œuvre avec un vocabulaire précis.;enseignant
ART-VOI-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;PS;Je joue avec ma voix.;enseignant
ART-VOI-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;PS;Je chante et me fais comprendre.;enseignant
ART-VOI-PS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;PS;Je chante ou dis au moins 5 comptines, avec les gestes.;enseignant
ART-VOI-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;MS;J'explore la richesse de ma voix (sons brefs, tenus, graves, aigus).;enseignant
ART-VOI-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;MS;Je chante en exprimant une émotion.;enseignant
ART-VOI-MS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;MS;Je chante au moins 8 comptines et chants.;enseignant
ART-VOI-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;GS;J'imite des sons avec ma voix.;enseignant
ART-VOI-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;GS;Je chante avec les autres en respectant le tempo.;enseignant
ART-VOI-GS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;GS;Je chante seul et/ou avec les autres.;enseignant
ART-VOI-GS-04;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;VOI;Jouer avec sa voix et acquérir un répertoire de comptines et de chansons;GS;Je connais au moins 10 comptines et chants de mémoire.;enseignant
ART-INS-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;INS;Explorer des instruments, utiliser les sonorités du corps;PS;Je crée des sons avec mon corps, des objets, des instruments.;enseignant
ART-INS-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;INS;Explorer des instruments, utiliser les sonorités du corps;PS;J'observe et je décris comment font les autres pour produire un son.;enseignant
ART-INS-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;INS;Explorer des instruments, utiliser les sonorités du corps;MS;Je reproduis un rythme simple.;enseignant
ART-INS-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;INS;Explorer des instruments, utiliser les sonorités du corps;MS;J'adapte mon geste pour produire un son.;enseignant
ART-INS-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;INS;Explorer des instruments, utiliser les sonorités du corps;GS;Je crée un paysage sonore.;enseignant
ART-INS-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;INS;Explorer des instruments, utiliser les sonorités du corps;GS;Je participe à une production musicale collective.;enseignant
ART-ECO-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;PS;J'écoute avec attention.;programme
ART-ECO-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;PS;Je traduis la musique par des mouvements.;enseignant
ART-ECO-PS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;PS;Je reconnais des sons du quotidien.;enseignant
ART-ECO-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;MS;Je traduis la musique en mouvements et en mots.;enseignant
ART-ECO-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;MS;J'exprime mes émotions après une écoute.;enseignant
ART-ECO-MS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;MS;Je découvre au moins 2 œuvres musicales patrimoniales.;enseignant
ART-ECO-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;GS;Je traduis la musique par un dessin.;enseignant
ART-ECO-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;GS;Je repère des éléments musicaux.;enseignant
ART-ECO-GS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;ECO;Affiner son écoute;GS;Je connais au moins 3 œuvres musicales patrimoniales.;enseignant
ART-PRA-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;PS;Je reproduis des gestes pour exprimer une émotion.;enseignant
ART-PRA-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;PS;Je participe à une mise en scène collective.;enseignant
ART-PRA-PS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;PS;Je joue un personnage d'une histoire.;enseignant
ART-PRA-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;MS;J'exprime des émotions par le corps et la voix.;enseignant
ART-PRA-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;MS;Je joue un rôle simple.;enseignant
ART-PRA-MS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;MS;Je suis spectateur actif.;enseignant
ART-PRA-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;GS;J'explore l'enchaînement des émotions par le corps et la voix (du rire à la peur, la surprise…).;enseignant
ART-PRA-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;GS;Je joue des personnages variés seul et avec d'autres.;enseignant
ART-PRA-GS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;PRA;Le spectacle vivant : pratiquer;GS;Je joue dans un espace scénique devant les autres.;enseignant
ART-SPE-PS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;PS;Je découvre des œuvres.;enseignant
ART-SPE-PS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;PS;Je découvre l'espace scénique.;enseignant
ART-SPE-PS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;PS;J'assiste à des représentations.;enseignant
ART-SPE-MS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;MS;Je participe à des représentations.;enseignant
ART-SPE-MS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;MS;Je rencontre des artistes.;enseignant
ART-SPE-GS-01;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;GS;Je joue des petits spectacles devant les autres.;enseignant
ART-SPE-GS-02;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;GS;Je deviens spectateur.;enseignant
ART-SPE-GS-03;ART;Agir, s'exprimer, comprendre à travers les activités artistiques;SPE;Fréquenter et devenir spectateur et spectatrice;GS;Je rencontre des artistes.;enseignant
MAT-QTE-PS-01;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je comprends que la quantité d'objets reste la même, peu importe leur apparence ou leur disposition.;enseignant
MAT-QTE-PS-02;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je reconnais, je réalise des collections de 2 objets.;enseignant
MAT-QTE-PS-03;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je reconnais, je réalise des collections de 3 objets.;enseignant
MAT-QTE-PS-04;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je reconnais, je réalise des collections de 4 objets.;enseignant
MAT-QTE-PS-05;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je comprends que si on ajoute un objet à une collection, le nombre qui désigne sa quantité est le suivant dans la suite orale des noms des nombres.;enseignant
MAT-QTE-PS-06;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je sais compter des collections de petits objets (jusqu'à 3 ou 4).;enseignant
MAT-QTE-PS-07;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je sais créer des collections avec un nombre précis d'objets (jusqu'à 3 ou 4).;enseignant
MAT-QTE-PS-08;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je sais créer une collection contenant un objet de plus que…;enseignant
MAT-QTE-PS-09;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je nomme les nombres, avant et après l'ajout d'un élément.;enseignant
MAT-QTE-PS-10;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;J'utilise mes doigts pour compter.;enseignant
MAT-QTE-PS-11;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je peux comparer des quantités d'objets pour savoir où il y en a plus ou moins.;enseignant
MAT-QTE-PS-12;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;J'apprends à former et défaire les petits nombres (2, 3, 4) en combinant des quantités.;enseignant
MAT-QTE-PS-13;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je sais dire la composition du nombre (un et encore un…).;enseignant
MAT-QTE-PS-14;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je sais associer une quantité, le nom du nombre et son écriture.;enseignant
MAT-QTE-PS-15;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je peux lier une quantité à son nom et au chiffre qui la représente (jusqu'à 3 ou 4).;enseignant
MAT-QTE-PS-16;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;PS;Je peux réciter les nombres jusqu'à six.;enseignant
MAT-QTE-MS-01;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je comprends que la quantité est indépendante de l'apparence des objets ou de leur arrangement (jusqu'à 6).;enseignant
MAT-QTE-MS-02;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je comprends que chaque nombre est le suivant du précédent en ajoutant une unité.;enseignant
MAT-QTE-MS-03;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;J'apprends à compter chaque objet d'une collection une seule fois et sans en oublier.;enseignant
MAT-QTE-MS-04;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je sais compter des collections d'objets jusqu'à six.;enseignant
MAT-QTE-MS-05;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;J'utilise mes doigts pour désigner une quantité.;enseignant
MAT-QTE-MS-06;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je sais créer des collections avec un nombre précis d'objets jusqu'à six.;enseignant
MAT-QTE-MS-07;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je compare des quantités d'objets, même si elles sont disposées différemment.;enseignant
MAT-QTE-MS-08;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je sais former et défaire les nombres jusqu'à six.;enseignant
MAT-QTE-MS-09;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je sais former et défaire les nombres jusqu'à six, avec mes deux mains, en utilisant les doigts.;enseignant
MAT-QTE-MS-10;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je peux lier une quantité à son nom et à son chiffre jusqu'à six.;enseignant
MAT-QTE-MS-11;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je représente une quantité jusqu'à 6.;enseignant
MAT-QTE-MS-12;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je commence à écrire les chiffres de un à six.;enseignant
MAT-QTE-MS-13;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;MS;Je peux réciter les nombres jusqu'à douze.;enseignant
MAT-QTE-GS-01;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je comprends que la quantité est fixe, peu importe l'apparence ou l'arrangement des objets (jusqu'à 10 et au-delà).;enseignant
MAT-QTE-GS-02;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je réalise des collections jusqu'à 10 objets.;enseignant
MAT-QTE-GS-03;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je deviens très efficace pour compter des objets en les pointant un par un sans erreur.;enseignant
MAT-QTE-GS-04;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je suis capable de compter des collections d'objets jusqu'à dix et au-delà.;enseignant
MAT-QTE-GS-05;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je comprends « un de plus », « un de moins ».;enseignant
MAT-QTE-GS-06;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je peux réaliser des collections avec un nombre d'objets précis, y compris en réunissant des petites collections.;enseignant
MAT-QTE-GS-07;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je compare efficacement des quantités, même celles représentées par des chiffres.;enseignant
MAT-QTE-GS-08;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je maîtrise la composition et la décomposition des nombres jusqu'à dix, y compris les doubles (ex : 2+2, 3+3).;enseignant
MAT-QTE-GS-09;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Pour ajouter deux nombres, je surcompte à partir du plus grand.;programme
MAT-QTE-GS-10;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;J'associe facilement une quantité, son nom et son écriture chiffrée jusqu'à dix et au-delà.;enseignant
MAT-QTE-GS-11;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je sais écrire les chiffres de un à dix.;enseignant
MAT-QTE-GS-12;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je peux réciter les nombres jusqu'à trente.;enseignant
MAT-QTE-GS-13;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je sais réciter les nombres à rebours en partant de 10.;enseignant
MAT-QTE-GS-14;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je sais réciter les nombres à partir d'un nombre donné.;enseignant
MAT-QTE-GS-15;MAT;L'acquisition des premiers outils mathématiques;QTE;Exprimer une quantité par un nombre;GS;Je sais réciter la comptine numérique de 2 en 2.;enseignant
MAT-RAN-MS-01;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;MS;J'apprends à comprendre l'ordre (premier, deuxième, etc.) dans une suite d'objets ou de personnes.;enseignant
MAT-RAN-MS-02;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;MS;Je peux prévoir où je vais atterrir sur un jeu en avançant ou reculant de quelques cases.;enseignant
MAT-RAN-MS-03;MAT;L'acquisition des premiers outils mathématiques;RAN;Exprimer un rang ou une position par un nombre;MS;J'apprends à placer et reconnaître les nombres jusqu'à six sur une ligne numérique.;enseignant
